contract,initial_date,final_date
G0,2019-11-22,2020-01-24
J0,2020-01-26,2020-03-20
M0,2020-03-22,2020-05-22
Q0,2020-05-24,2020-07-24
Z0,2020-07-26,2020-11-20
G1,2020-11-22,2021-01-22
J1,2021-01-24,2021-03-26
M1,2021-03-28,2021-05-21
Q1,2021-05-23,2021-07-23
Z1,2021-07-25,2021-11-19
G2,2021-11-21,2022-01-21
J2,2022-01-23,2022-03-25
M2,2022-03-27,2022-05-20
Q2,2022-05-22,2022-07-22
Z2,2022-07-24,2022-11-25
